CO2 sequestration by tech,,,,,,,,,,,,,,,,,,,
scenario,region,sector,technology,subsector,1990,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050,2065,2080,2095,Units
"NEWdac_netzero_usa_global_ssp2_highEV_lowCCS_luc2050,date=2022-28-9T22:14:52+20:00",AR,CO2 removal,hightemp DAC elec,dac,0,0,0,0,0,4.98E-09,1.80E-07,9.40E-06,3.07E-04,0.005927475,0.012523932,0,0,0,MTC
"NEWdac_netzero_usa_global_ssp2_highEV_lowCCS_luc2050,date=2022-28-9T22:14:52+20:00",AR,CO2 removal,lowtemp DAC heatpump,dac,0,0,0,0,0,4.05E-09,2.83E-07,3.35E-05,0.00251218,0.109375026,0.541234094,0,0,0,MTC
"NEWdac_netzero_usa_global_ssp2_highEV_lowCCS_luc2050,date=2022-28-9T22:14:52+20:00",AR,base load generation,biomass (IGCC CCS) (dry cooling),biomass_base_IGCC_CCS,0,0,0,0,0,2.75E-04,0.00255868,0.01261232,0.03003262,0.046886219,0.053785245,0,0,0,MTC
"NEWdac_netzero_usa_global_ssp2_highEV_lowCCS_luc2050,date=2022-28-9T22:14:52+20:00",AR,base load generation,biomass (IGCC CCS) (recirculating),biomass_base_IGCC_CCS,0,0,0,0,0,2.87E-04,0.002655033,0.012902858,0.030602658,0.047907847,0.055212014,0,0,0,MTC
"NEWdac_netzero_usa_global_ssp2_highEV_lowCCS_luc2050,date=2022-28-9T22:14:52+20:00",AR,base load generation,biomass (conv CCS) (recirculating),biomass_base_conv_CCS,0,0,0,0,0,8.24E-04,0.008776205,0.059283315,0.156646415,0.233905904,0.252571221,0,0,0,MTC
"NEWdac_netzero_usa_global_ssp2_highEV_lowCCS_luc2050,date=2022-28-9T22:14:52+20:00",AR,base load generation,coal (IGCC CCS) (dry cooling),coal_base_IGCC_CCS,0,0,0,0,0,0.00619272,0.02864934,0.05746644,0.08220199,0.10564574,0.12450934,0,0,0,MTC
"NEWdac_netzero_usa_global_ssp2_highEV_lowCCS_luc2050,date=2022-28-9T22:14:52+20:00",AR,base load generation,coal (IGCC CCS) (recirculating),coal_base_IGCC_CCS,0,0,0,0,0,0.00656883,0.03066144,0.06207989,0.08957125,0.11587344,0.13742629,0,0,0,MTC
"NEWdac_netzero_usa_global_ssp2_highEV_lowCCS_luc2050,date=2022-28-9T22:14:52+20:00",AR,base load generation,coal (conv pul CCS) (dry cooling),coal_base_conv pul_CCS,0,0,0,0,0,0.00733706,0.03204438,0.06138843,0.08458126,0.10538262,0.1210456,0,0,0,MTC
"NEWdac_netzero_usa_global_ssp2_highEV_lowCCS_luc2050,date=2022-28-9T22:14:52+20:00",AR,base load generation,coal (conv pul CCS) (recirculating),coal_base_conv pul_CCS,0,0,0,0,0,0.00784722,0.03464607,0.06722672,0.09373259,0.1177932,0.136409,0,0,0,MTC
"NEWdac_netzero_usa_global_ssp2_highEV_lowCCS_luc2050,date=2022-28-9T22:14:52+20:00",AR,base load generation,gas (CC CCS) (recirculating),gas_base_CC_CCS,0,0,0,0,0,0.0176503,0.1185248,0.2424481,0.3553945,0.4728446,0.5733375,0,0,0,MTC
"NEWdac_netzero_usa_global_ssp2_highEV_lowCCS_luc2050,date=2022-28-9T22:14:52+20:00",AR,biomass liquids,FT biofuels CCS level 1,biomass liquids,0,0,0,0,0,0,0,0,0.337842,0.3804701,0.4859724,0,0,0,MTC
"NEWdac_netzero_usa_global_ssp2_highEV_lowCCS_luc2050,date=2022-28-9T22:14:52+20:00",AR,biomass liquids,FT biofuels CCS level 2,biomass liquids,0,0,0,0,0,0,0,0,0.436873,0.4933893,0.6207829,0,0,0,MTC
"NEWdac_netzero_usa_global_ssp2_highEV_lowCCS_luc2050,date=2022-28-9T22:14:52+20:00",AR,biomass liquids,cellulosic ethanol CCS level 1,biomass liquids,0,0,0,0,0,0,0,0,0.104981,0.11420904,0.12865523,0,0,0,MTC
"NEWdac_netzero_usa_global_ssp2_highEV_lowCCS_luc2050,date=2022-28-9T22:14:52+20:00",AR,biomass liquids,cellulosic ethanol CCS level 2,biomass liquids,0,0,0,0,0,0,0,0,1.15092,1.294694,1.597755,0,0,0,MTC
"NEWdac_netzero_usa_global_ssp2_highEV_lowCCS_luc2050,date=2022-28-9T22:14:52+20:00",AR,cement,cement CCS,cement,0,0,0,0,0,0.0111207,0.029581,0.0506015,0.0589183,0.0625651,0.0655396,0,0,0,MTC
"NEWdac_netzero_usa_global_ssp2_highEV_lowCCS_luc2050,date=2022-28-9T22:14:52+20:00",AR,coal to liquids,coal to liquids CCS level 1,coal to liquids,0,0,0,0,0,0,0,0,1.93E-06,1.74E-06,8.44E-06,0,0,0,MTC
"NEWdac_netzero_usa_global_ssp2_highEV_lowCCS_luc2050,date=2022-28-9T22:14:52+20:00",AR,coal to liquids,coal to liquids CCS level 2,coal to liquids,0,0,0,0,0,0,0,0,2.24E-06,2.37E-06,1.03E-05,0,0,0,MTC
"NEWdac_netzero_usa_global_ssp2_highEV_lowCCS_luc2050,date=2022-28-9T22:14:52+20:00",AR,industrial feedstocks,refined liquids,refined liquids,0.124864,0.137872,0.610987,0.50644,0.512608,0.516558,0.533092,0.542581,0.546109,0.549552,0.566342,0,0,0,MTC
"NEWdac_netzero_usa_global_ssp2_highEV_lowCCS_luc2050,date=2022-28-9T22:14:52+20:00",AR,intermediate generation,biomass (IGCC CCS) (dry cooling),biomass_int_IGCC_CCS,0,0,0,0,0,8.59E-05,3.75E-04,0.001005095,0.001925038,0.003087338,0.004100219,0,0,0,MTC
"NEWdac_netzero_usa_global_ssp2_highEV_lowCCS_luc2050,date=2022-28-9T22:14:52+20:00",AR,intermediate generation,biomass (IGCC CCS) (recirculating),biomass_int_IGCC_CCS,0,0,0,0,0,8.85E-05,3.86E-04,0.001030631,0.001973035,0.003170015,0.004223448,0,0,0,MTC
"NEWdac_netzero_usa_global_ssp2_highEV_lowCCS_luc2050,date=2022-28-9T22:14:52+20:00",AR,intermediate generation,biomass (conv CCS) (recirculating),biomass_int_conv_CCS,0,0,0,0,0,3.41E-04,0.001572224,0.004667709,0.009266979,0.014627899,0.018563221,0,0,0,MTC
"NEWdac_netzero_usa_global_ssp2_highEV_lowCCS_luc2050,date=2022-28-9T22:14:52+20:00",AR,intermediate generation,coal (IGCC CCS) (dry cooling),coal_int_IGCC_CCS,0,0,0,0,0,0.00128468,0.00349557,0.00688244,0.01090807,0.01568189,0.02063986,0,0,0,MTC
"NEWdac_netzero_usa_global_ssp2_highEV_lowCCS_luc2050,date=2022-28-9T22:14:52+20:00",AR,intermediate generation,coal (IGCC CCS) (recirculating),coal_int_IGCC_CCS,0,0,0,0,0,0.00135189,0.00371704,0.00731317,0.01159626,0.01669792,0.02202797,0,0,0,MTC
"NEWdac_netzero_usa_global_ssp2_highEV_lowCCS_luc2050,date=2022-28-9T22:14:52+20:00",AR,intermediate generation,coal (conv pul CCS) (dry cooling),coal_int_conv pul_CCS,0,0,0,0,0,0.00171294,0.00435682,0.00833061,0.01285933,0.01798682,0.02309857,0,0,0,MTC
"NEWdac_netzero_usa_global_ssp2_highEV_lowCCS_luc2050,date=2022-28-9T22:14:52+20:00",AR,intermediate generation,coal (conv pul CCS) (recirculating),coal_int_conv pul_CCS,0,0,0,0,0,0.00181893,0.00469169,0.00894204,0.01378361,0.0192907,0.02482438,0,0,0,MTC
